i,x
0,[0. 1. 0.]
1,[0. 1. 1.]
2,[0. 1. 1.]
3,[0. 1. 1.]
4,[0. 1. 1.]
5,[0. 1. 1.]
6,[0. 0. 1.]
7,[0. 0. 1.]
8,[0. 1. 1.]
9,[1. 1. 1.]
10,[1. 1. 1.]
11,[1. 1. 1.]
12,[1. 1. 1.]
13,[1. 1. 1.]
14,[1. 1. 1.]
15,[1. 1. 1.]
16,[1. 1. 1.]
17,[1. 1. 1.]
18,[1. 1. 1.]
19,[1. 1. 1.]
20,[1. 1. 1.]
21,[1. 1. 0.]
22,[1. 1. 0.]
23,[1. 1. 0.]
24,[1. 1. 0.]
25,[1. 0. 0.]
26,[1. 0. 0.]
27,[1. 0. 0.]
28,[1. 0. 0.]
29,[1. 0. 0.]
30,[1. 0. 0.]
31,[0. 0. 0.]
32,[1. 0. 0.]
33,[1. 1. 0.]
34,[1. 1. 0.]
35,[1. 1. 0.]
36,[1. 0. 0.]
37,[0. 0. 0.]
38,[0. 0. 0.]
39,[0. 0. 0.]
40,[0. 0. 1.]
41,[0. 0. 1.]
42,[1. 0. 1.]
43,[1. 0. 1.]
44,[1. 0. 0.]
45,[1. 0. 0.]
46,[1. 0. 0.]
47,[1. 0. 0.]
48,[1. 0. 0.]
49,[1. 1. 0.]
50,[1. 1. 0.]
51,[1. 0. 0.]
52,[1. 0. 0.]
53,[1. 0. 0.]
54,[1. 0. 0.]
55,[1. 0. 0.]
56,[1. 0. 0.]
57,[0. 0. 0.]
58,[0. 0. 0.]
59,[0. 0. 0.]
60,[0. 0. 0.]
61,[0. 0. 0.]
62,[0. 0. 0.]
63,[0. 0. 0.]
64,[0. 0. 0.]
65,[0. 0. 0.]
66,[0. 0. 0.]
67,[0. 0. 0.]
68,[1. 0. 0.]
69,[1. 0. 0.]
70,[1. 0. 0.]
71,[1. 1. 0.]
72,[1. 1. 0.]
73,[1. 1. 0.]
74,[1. 1. 0.]
75,[1. 1. 0.]
76,[1. 0. 0.]
77,[1. 0. 0.]
78,[1. 1. 0.]
79,[1. 1. 0.]
80,[1. 1. 0.]
81,[1. 0. 0.]
82,[1. 0. 0.]
83,[1. 0. 0.]
84,[1. 0. 0.]
85,[1. 0. 0.]
86,[1. 0. 0.]
87,[1. 0. 0.]
88,[1. 0. 0.]
89,[1. 0. 0.]
90,[1. 0. 0.]
91,[0. 0. 0.]
92,[0. 0. 0.]
93,[0. 0. 0.]
94,[0. 0. 0.]
95,[0. 0. 0.]
96,[0. 0. 0.]
97,[0. 0. 0.]
98,[0. 0. 0.]
99,[0. 0. 0.]
100,[0. 0. 0.]
101,[0. 0. 0.]
102,[0. 0. 0.]
103,[0. 0. 0.]
104,[0. 0. 0.]
105,[0. 0. 0.]
106,[0. 0. 0.]
107,[0. 0. 0.]
108,[0. 0. 0.]
109,[0. 0. 0.]
110,[0. 0. 0.]
111,[0. 0. 0.]
112,[0. 0. 0.]
113,[0. 0. 0.]
114,[0. 0. 0.]
115,[0. 0. 0.]
116,[0. 0. 0.]
117,[0. 0. 0.]
118,[0. 0. 0.]
119,[0. 0. 0.]
120,[0. 0. 0.]
121,[0. 0. 0.]
122,[0. 0. 0.]
123,[0. 0. 0.]
124,[0. 0. 0.]
125,[0. 0. 0.]
126,[0. 0. 0.]
127,[0. 0. 0.]
128,[0. 0. 0.]
129,[0. 0. 0.]
130,[0. 1. 0.]
131,[0. 1. 0.]
132,[0. 1. 0.]
133,[0. 1. 0.]
134,[0. 0. 0.]
135,[1. 0. 0.]
136,[1. 1. 0.]
137,[0. 0. 0.]
138,[0. 0. 0.]
139,[0. 0. 0.]
140,[1. 0. 0.]
141,[1. 0. 0.]
142,[1. 0. 0.]
143,[1. 0. 0.]
144,[1. 0. 0.]
145,[0. 0. 0.]
146,[0. 0. 0.]
147,[0. 0. 0.]
148,[1. 0. 0.]
149,[1. 0. 0.]
150,[1. 0. 0.]
151,[1. 0. 0.]
152,[0. 0. 0.]
153,[0. 0. 0.]
154,[0. 1. 0.]
155,[0. 1. 0.]
156,[0. 1. 0.]
157,[0. 1. 0.]
158,[0. 1. 0.]
159,[0. 1. 0.]
160,[0. 1. 0.]
