i,x
0,[0 0 0 1 0 0 1 1 1 0]
1,[1 0 0 1 0 0 1 0 0 0]
2,[1 1 0 1 0 0 1 1 0 0]
3,[1 1 0 1 1 1 0 0 1 0]
4,[1 1 0 1 1 1 0 0 1 0]
5,[0 0 1 1 0 0 0 1 1 0]
6,[0 1 0 1 0 1 1 0 1 0]
7,[0 1 0 1 0 1 1 0 0 0]
8,[0 1 0 1 0 0 0 1 1 0]
9,[0 0 0 1 1 1 0 1 1 0]
10,[0 1 0 1 0 1 1 1 0 0]
11,[0 1 0 0 1 1 1 1 0 0]
12,[0 1 0 0 1 1 1 1 0 0]
13,[0 1 1 1 1 1 1 1 1 1]
14,[0 1 1 1 1 1 1 1 1 1]
15,[0 1 1 1 1 1 1 1 1 1]
16,[0 1 1 1 1 1 0 1 1 1]
17,[0 1 1 1 1 1 1 1 1 1]
18,[0 1 1 1 1 1 1 1 1 1]
19,[0 1 1 1 1 1 0 1 1 0]
20,[0 1 1 1 1 1 1 1 1 1]
21,[0 1 1 1 1 1 1 1 1 1]
22,[0 1 1 1 1 1 1 1 1 1]
23,[0 1 1 1 1 1 1 1 1 1]
24,[0 1 1 1 1 1 1 1 1 1]
25,[0 1 1 1 1 1 1 1 1 1]
26,[0 1 1 1 1 1 1 1 1 0]
27,[0 1 1 1 1 1 1 1 1 1]
28,[0 1 1 1 1 1 1 1 1 1]
29,[0 1 1 1 1 1 1 1 1 1]
30,[0 1 1 1 1 1 1 1 1 1]
31,[0 1 1 1 1 1 1 1 1 1]
32,[0 1 1 1 1 1 1 1 1 1]
33,[0 1 1 1 1 1 1 1 1 1]
34,[1 1 1 1 1 1 1 1 1 1]
35,[0 1 1 1 1 1 1 1 1 1]
36,[0 0 1 1 1 1 1 1 1 1]
37,[0 0 1 1 1 1 1 1 1 1]
38,[0 1 1 1 0 1 1 1 1 1]
39,[0 1 1 0 1 1 1 0 1 1]
40,[1 1 0 1 1 0 1 1 1 1]
41,[0 1 1 1 1 1 1 1 1 1]
42,[0 1 1 1 1 1 1 1 1 1]
43,[0 1 1 1 1 1 1 1 1 1]
44,[0 1 1 0 1 1 1 1 1 1]
45,[0 1 1 1 0 0 1 1 1 1]
46,[0 1 1 1 0 0 1 1 1 1]
47,[0 1 1 1 0 0 1 1 1 1]
