i,x
0,[1 0 0 0 1 1 0 0 0 0]
1,[1 0 0 0 1 1 0 0 0 0]
2,[1 0 0 0 1 1 0 0 0 0]
3,[1 0 0 0 1 1 0 0 0 0]
4,[1 0 0 0 1 1 0 0 0 0]
5,[1 0 0 0 1 1 0 0 0 0]
6,[1 0 0 0 1 1 0 0 0 0]
7,[1 0 0 0 1 1 0 0 0 0]
8,[1 0 0 0 1 1 0 0 0 0]
9,[1 0 0 0 1 1 0 0 0 0]
10,[1 0 0 0 1 1 0 0 0 0]
11,[1 0 0 0 1 1 0 0 0 0]
12,[1 0 0 0 1 1 0 0 0 0]
13,[1 0 0 0 1 1 0 0 0 0]
14,[1 0 0 0 1 1 0 0 0 0]
15,[1 0 0 0 1 1 0 0 0 0]
16,[1 0 0 0 1 1 0 0 0 0]
17,[0 1 1 1 0 0 1 1 1 1]
18,[0 1 0 1 0 0 1 1 1 1]
19,[1 1 1 1 0 0 1 0 1 0]
20,[1 1 1 1 0 0 1 0 1 0]
21,[1 1 1 1 0 0 1 0 1 0]
22,[1 1 0 0 0 0 1 0 0 0]
23,[1 1 0 0 0 0 1 0 0 0]
24,[1 1 0 0 0 0 1 0 0 0]
25,[1 1 0 0 0 0 1 0 0 0]
26,[1 1 0 0 0 0 1 0 0 0]
27,[1 1 0 0 0 0 1 0 0 0]
28,[1 1 0 0 0 0 1 0 0 0]
29,[1 1 0 0 0 0 1 0 0 0]
30,[1 1 0 0 0 0 1 0 0 0]
31,[1 1 0 0 0 0 1 0 0 0]
32,[1 1 0 0 0 0 1 0 0 0]
33,[1 1 0 0 0 0 1 0 0 0]
34,[1 1 0 0 0 0 1 0 0 0]
35,[1 1 0 0 0 0 1 0 0 0]
36,[1 1 0 0 0 0 1 0 0 0]
37,[1 1 0 0 0 0 1 0 0 0]
38,[1 1 0 0 0 0 1 0 0 0]
39,[1 1 0 0 0 0 1 0 0 0]
40,[1 1 0 0 0 0 1 0 0 0]
41,[1 1 0 0 0 0 1 0 0 0]
42,[1 1 0 0 0 0 1 0 0 0]
43,[1 1 0 0 0 0 1 0 0 0]
44,[1 1 0 0 0 0 1 0 0 0]
45,[1 1 0 0 0 0 1 0 0 0]
46,[1 1 0 0 0 0 1 0 0 0]
47,[1 1 0 0 0 1 1 0 0 0]
48,[1 1 0 1 0 0 1 0 0 1]
49,[1 1 0 1 0 0 1 0 0 1]
50,[1 1 0 1 0 0 1 0 0 1]
51,[1 1 0 1 0 0 0 1 1 1]
52,[1 1 0 1 0 1 1 0 0 1]
53,[1 1 0 1 0 0 1 0 0 1]
54,[0 1 0 1 0 0 1 0 1 0]
55,[0 1 0 1 0 0 1 0 1 0]
56,[0 1 0 1 0 0 1 0 1 0]
57,[1 1 0 1 0 0 1 0 1 0]
58,[1 1 0 1 0 1 1 0 0 1]
59,[0 1 1 1 0 1 1 0 1 0]
60,[1 1 0 1 0 0 1 0 1 0]
61,[0 1 0 1 0 0 1 1 1 0]
62,[1 1 0 1 0 0 0 0 1 0]
63,[1 1 0 1 0 0 0 0 1 0]
64,[1 1 0 1 0 0 0 0 1 0]
65,[1 0 0 1 0 0 1 0 1 0]
66,[1 1 0 1 0 0 1 0 1 0]
67,[1 1 1 1 0 0 1 0 0 0]
68,[1 1 1 1 0 0 1 0 0 0]
69,[1 1 0 1 0 0 1 0 0 0]
70,[1 1 0 1 0 0 1 0 0 0]
71,[1 1 0 1 0 0 1 0 0 0]
72,[1 1 0 1 0 1 1 0 0 0]
73,[0 1 0 1 0 0 1 0 1 1]
74,[1 1 0 1 0 0 0 0 0 1]
75,[1 1 0 0 0 1 1 1 0 0]
76,[1 1 0 0 0 1 1 1 0 0]
77,[1 1 0 0 0 1 1 1 0 0]
78,[1 1 0 0 0 1 1 1 0 0]
79,[1 1 0 0 0 1 1 1 0 0]
80,[1 1 0 1 0 0 1 0 0 0]
81,[1 1 0 1 0 0 1 0 0 0]
82,[1 1 0 1 0 0 1 0 0 0]
83,[1 1 0 1 0 0 1 0 0 0]
84,[1 1 0 1 0 0 1 0 0 0]
85,[1 1 0 1 0 0 1 0 0 0]
86,[1 1 0 1 0 0 1 0 0 0]
87,[1 1 0 1 0 0 1 0 0 0]
88,[1 1 0 1 0 0 1 0 0 0]
89,[1 1 0 1 0 0 1 0 0 0]
90,[1 1 0 1 0 0 1 0 0 0]
91,[1 1 0 1 0 0 1 0 0 0]
92,[1 1 0 1 0 0 1 0 0 1]
93,[0 0 0 1 0 0 1 1 1 0]
94,[0 0 0 1 0 0 1 1 1 0]
95,[1 1 0 1 0 0 1 1 0 0]
96,[0 0 1 1 0 0 1 1 1 0]
97,[1 0 0 1 1 0 1 0 1 0]
98,[1 0 0 0 0 0 0 1 1 0]
99,[1 0 0 0 0 0 0 1 1 0]
100,[0 0 0 0 0 0 1 1 0 0]
101,[0 0 0 0 0 0 1 1 0 0]
102,[0 0 0 0 0 0 1 1 0 0]
103,[0 0 0 0 0 0 1 1 0 0]
104,[1 1 0 1 0 0 0 0 0 1]
105,[1 1 0 1 0 0 0 0 0 1]
106,[1 1 0 1 0 0 0 0 0 1]
107,[1 1 0 1 0 0 0 0 0 1]
108,[1 1 0 1 0 0 0 0 0 1]
109,[0 1 0 1 0 0 1 0 0 1]
110,[0 1 0 1 0 0 1 0 0 1]
111,[1 0 0 1 1 1 1 0 1 0]
112,[0 1 0 1 0 0 1 1 1 1]
113,[1 1 0 1 0 0 1 1 1 1]
114,[1 1 1 1 0 0 1 1 0 0]
115,[0 1 0 1 1 0 1 1 1 1]
116,[1 0 0 1 1 0 1 1 1 1]
117,[1 1 0 1 1 0 1 1 1 1]
118,[1 1 0 1 1 0 1 1 1 1]
119,[1 1 0 1 0 0 0 1 1 0]
120,[0 1 0 0 1 0 0 1 0 0]
121,[1 0 0 0 1 0 1 1 1 1]
122,[0 1 0 1 0 0 0 0 1 1]
123,[0 1 0 1 0 0 0 0 1 1]
124,[0 0 0 1 1 0 0 0 1 1]
125,[0 0 0 1 1 0 0 0 1 1]
126,[0 0 0 1 1 0 0 0 1 1]
127,[1 0 0 0 1 0 1 0 1 0]
128,[1 0 0 1 0 1 1 0 1 0]
129,[1 0 0 1 0 1 1 0 1 0]
130,[1 1 0 1 1 0 0 0 1 1]
131,[1 1 0 1 1 0 1 0 1 0]
132,[1 1 0 0 0 0 1 0 1 1]
133,[1 1 0 0 1 0 1 0 1 0]
134,[0 1 1 0 0 0 0 0 0 1]
135,[0 1 1 0 0 0 0 0 0 1]
136,[1 1 0 1 1 0 0 0 1 0]
137,[1 1 0 1 1 0 0 0 1 0]
138,[1 1 1 0 1 0 1 0 0 1]
139,[1 1 0 0 1 1 1 0 0 1]
140,[1 0 0 0 0 0 1 0 0 0]
141,[1 0 0 0 0 0 1 0 0 0]
142,[1 0 0 0 0 0 1 0 0 0]
143,[1 0 0 0 0 0 1 0 0 0]
144,[1 0 0 0 0 0 1 0 0 0]
145,[1 0 0 0 0 0 1 0 0 0]
146,[1 0 0 0 0 0 1 0 0 0]
147,[1 0 0 0 1 0 1 0 0 1]
148,[1 0 0 0 1 0 1 0 1 1]
149,[1 0 0 0 1 0 1 0 1 1]
150,[1 0 0 0 1 0 1 0 1 1]
151,[1 0 0 0 1 0 1 0 1 1]
152,[1 1 0 0 0 1 1 0 0 1]
153,[1 1 0 0 0 1 1 0 0 1]
154,[1 0 0 0 1 1 1 0 0 1]
155,[1 1 0 0 0 1 1 0 1 1]
156,[1 1 0 0 0 1 1 0 1 1]
157,[1 1 0 0 0 1 1 0 1 1]
158,[0 1 0 0 0 0 1 1 1 1]
159,[1 0 0 0 1 1 1 1 0 1]
160,[1 1 1 0 1 1 1 0 1 1]
161,[1 1 0 0 1 1 0 0 1 0]
162,[1 1 0 0 1 1 0 0 1 0]
163,[1 1 0 0 1 1 0 0 1 0]
164,[1 1 0 0 1 1 0 0 1 0]
165,[1 1 0 0 1 1 0 0 1 0]
166,[1 1 0 0 1 1 0 0 1 0]
167,[1 1 1 0 1 0 0 0 1 0]
168,[1 1 1 0 1 0 0 0 1 0]
169,[1 1 1 0 1 0 0 0 1 0]
170,[1 1 1 0 1 0 0 0 1 0]
171,[1 1 0 0 1 0 1 1 1 0]
172,[1 1 0 0 1 0 1 1 1 0]
173,[1 1 0 0 1 1 1 1 1 1]
174,[1 1 0 0 1 1 1 1 1 1]
175,[1 0 0 0 1 1 1 0 1 1]
176,[1 1 1 0 1 1 0 0 0 0]
177,[1 1 1 0 1 1 0 0 0 0]
178,[1 1 0 0 1 0 0 0 0 0]
179,[1 0 0 0 1 0 0 0 1 0]
180,[0 1 0 0 1 0 1 0 1 0]
181,[0 1 0 0 1 0 1 0 1 0]
182,[0 1 0 0 1 0 1 0 1 0]
183,[0 1 0 0 1 0 1 0 1 0]
184,[0 1 1 0 1 0 0 0 1 0]
