i,x
0,[1 0 1 1 0]
1,[1 0 1 1 1]
2,[1 0 1 1 1]
3,[0 0 1 1 1]
4,[0 0 1 1 1]
5,[0 1 1 1 1]
6,[0 1 1 0 1]
7,[0 1 0 0 1]
8,[0 1 0 0 1]
9,[0 1 0 0 1]
10,[0 1 0 1 1]
11,[0 0 0 1 1]
12,[0 0 1 1 1]
13,[0 0 0 1 1]
14,[0 0 0 1 1]
15,[0 0 0 0 1]
16,[0 0 0 0 1]
17,[0 0 0 0 1]
18,[0 1 0 0 1]
19,[0 1 0 0 1]
20,[1 1 0 0 1]
21,[1 1 0 0 1]
22,[1 1 0 0 1]
23,[0 1 0 0 1]
24,[0 1 0 0 1]
25,[0 1 0 0 1]
26,[0 1 0 0 0]
27,[0 1 0 1 0]
28,[0 1 0 0 0]
29,[0 1 1 0 0]
30,[0 1 1 0 0]
31,[0 1 1 1 0]
32,[0 1 1 0 0]
33,[0 1 1 0 0]
34,[0 0 1 0 0]
35,[0 0 1 0 0]
36,[0 0 1 1 0]
37,[0 0 1 1 0]
38,[0 0 1 1 0]
39,[0 0 1 1 0]
40,[0 0 1 1 1]
41,[0 0 1 1 1]
42,[1 0 1 1 1]
43,[1 0 0 1 1]
44,[1 0 0 1 1]
45,[1 1 0 1 1]
46,[1 1 0 1 1]
47,[1 1 0 1 1]
48,[1 1 0 1 1]
49,[1 1 0 1 1]
50,[1 1 0 1 1]
51,[1 1 0 1 1]
52,[1 1 0 1 1]
53,[1 1 0 0 1]
54,[1 0 0 0 1]
55,[1 0 0 1 1]
56,[1 0 1 1 1]
57,[1 0 1 1 1]
58,[1 0 1 1 1]
59,[1 0 1 0 1]
60,[1 0 1 1 1]
61,[1 0 1 1 1]
62,[1 0 1 1 1]
63,[1 0 1 1 0]
64,[1 1 1 1 0]
65,[1 1 1 1 0]
66,[1 1 1 1 1]
67,[0 1 1 1 1]
68,[0 1 1 1 1]
69,[0 1 1 1 1]
70,[0 1 1 1 1]
71,[0 1 1 0 1]
72,[0 1 1 0 1]
73,[0 1 1 0 1]
74,[0 1 1 1 1]
75,[0 1 0 1 1]
76,[0 1 0 1 1]
77,[0 1 0 0 1]
78,[0 1 0 0 1]
79,[0 1 0 0 1]
80,[0 1 0 0 1]
81,[0 1 0 0 1]
82,[0 1 0 0 1]
83,[0 1 0 0 0]
84,[0 1 0 0 0]
85,[0 1 0 0 0]
86,[0 1 0 0 0]
